data,produto,vendas,preco_unitario
2024-05-09,Carregador,16,139
2024-05-09,Película,16,42
2024-05-09,Película,11,44
2024-05-10,Película,9,44
2024-05-10,Cabo USB,1,77
2024-05-10,Fone,7,64
2024-05-10,Fone,12,269
2024-05-10,Celular,2,1472
2024-05-10,Celular,18,2581
2024-05-10,Película,15,31
2024-05-10,Celular,13,2421
2024-05-10,Fone,3,179
2024-05-10,Caixa de Som,8,415
2024-05-10,Fone,9,221
2024-05-11,Carregador,3,69
2024-05-11,Película,2,34
2024-05-11,Celular,11,1288
2024-05-11,Celular,13,1916
2024-05-11,Celular,2,2357
2024-05-11,Caixa de Som,10,371
2024-05-11,Película,1,19
2024-05-12,Carregador,17,96
2024-05-12,Cabo USB,2,71
2024-05-12,Película,3,28
2024-05-12,Celular,9,2558
2024-05-12,Celular,13,2204
2024-05-12,Celular,12,1965
2024-05-12,Cabo USB,9,42
2024-05-12,Capinha,7,21
2024-05-12,Capinha,9,81
2024-05-12,Cabo USB,8,38
2024-05-12,Carregador,16,142
2024-05-12,Película,18,48
2024-05-12,Celular,9,2975
2024-05-12,Cabo USB,18,47
2024-05-12,Fone,11,104
2024-05-12,Fone,17,140
2024-05-12,Película,1,44
2024-05-12,Fone,13,219
2024-05-13,Capinha,10,88
2024-05-13,Celular,9,1701
2024-05-13,Fone,13,120
2024-05-13,Cabo USB,2,48
2024-05-13,Celular,2,1705
2024-05-13,Cabo USB,8,72
2024-05-13,Caixa de Som,1,581
2024-05-13,Capinha,18,45
2024-05-13,Capinha,9,43
2024-05-13,Capinha,8,31
2024-05-13,Película,15,18
2024-05-13,Celular,17,2764
2024-05-13,Película,16,43
2024-05-13,Fone,6,61
2024-05-13,Celular,1,1630
2024-05-13,Capinha,3,67
2024-05-14,Cabo USB,7,31
2024-05-14,Cabo USB,1,24
2024-05-14,Cabo USB,4,44
2024-05-14,Película,12,34
2024-05-14,Fone,16,192
2024-05-14,Película,11,46
2024-05-14,Cabo USB,13,15
2024-05-14,Película,3,37
2024-05-14,Película,10,22
2024-05-14,Capinha,14,84
2024-05-14,Capinha,19,50
2024-05-14,Fone,19,211
2024-05-14,Capinha,10,68
2024-05-14,Capinha,4,27
2024-05-14,Fone,10,228
2024-05-14,Caixa de Som,5,366
2024-05-15,Celular,5,2119
2024-05-15,Cabo USB,10,15
2024-05-15,Celular,13,2904
2024-05-15,Celular,5,1585
2024-05-15,Carregador,2,147
2024-05-15,Película,2,34
2024-05-15,Carregador,17,50
2024-05-15,Carregador,1,45
2024-05-15,Película,19,35
2024-05-15,Fone,14,123
2024-05-15,Capinha,9,39
2024-05-15,Celular,10,2232
2024-05-15,Relógio Smart,1,456
2024-05-15,Capinha,7,28
2024-05-15,Capinha,5,30
2024-05-15,Capinha,11,35
2024-05-15,Película,3,47
2024-05-15,Película,10,36
2024-05-15,Película,17,11
2024-05-16,Película,18,45
2024-05-16,Cabo USB,12,64
2024-05-16,Película,4,40
2024-05-16,Celular,8,2755
2024-05-16,Película,9,35
2024-05-16,Película,8,33
2024-05-16,Capinha,7,34
2024-05-16,Capinha,12,84
2024-05-16,Película,12,18
2024-05-16,Película,15,11
2024-05-16,Celular,15,1576
2024-05-16,Fone,14,273
2024-05-16,Capinha,2,66
2024-05-16,Relógio Smart,8,867
2024-05-16,Cabo USB,15,76
2024-05-16,Fone,17,272
2024-05-16,Carregador,5,68
2024-05-17,Caixa de Som,14,559
2024-05-17,Celular,3,1988
2024-05-17,Fone,19,204
2024-05-17,Carregador,10,147
2024-05-17,Capinha,4,30
2024-05-17,Película,8,42
2024-05-17,Relógio Smart,1,435
2024-05-17,Celular,11,1966
2024-05-17,Fone,1,175
2024-05-17,Cabo USB,6,33
2024-05-17,Celular,4,1768
2024-05-17,Película,7,41
2024-05-17,Capinha,17,55
2024-05-17,Capinha,18,58
2024-05-17,Fone,17,95
2024-05-17,Cabo USB,12,57
2024-05-17,Película,2,37
2024-05-17,Fone,19,213
2024-05-17,Capinha,15,69
2024-05-18,Carregador,5,111
2024-05-18,Fone,5,170
2024-05-18,Celular,2,1046
2024-05-18,Fone,16,53
2024-05-18,Fone,15,277
2024-05-18,Carregador,9,74
2024-05-18,Película,19,19
2024-05-18,Carregador,18,143
2024-05-18,Cabo USB,2,20
2024-05-18,Caixa de Som,7,155
2024-05-18,Capinha,8,71
2024-05-18,Capinha,4,31
2024-05-18,Celular,18,2299
2024-05-18,Capinha,12,37
2024-05-18,Caixa de Som,16,284
2024-05-18,Película,12,21
2024-05-19,Celular,7,2341
2024-05-19,Celular,4,1414
2024-05-19,Capinha,17,25
2024-05-19,Carregador,3,81
2024-05-19,Película,1,22
2024-05-19,Celular,2,1285
2024-05-19,Fone,11,152
2024-05-19,Celular,1,2769
2024-05-19,Carregador,18,62
2024-05-19,Celular,4,2832
2024-05-19,Película,6,28
2024-05-19,Capinha,14,27
2024-05-19,Caixa de Som,18,541
2024-05-19,Celular,2,2863
2024-05-20,Fone,16,215
2024-05-20,Relógio Smart,6,572
2024-05-20,Cabo USB,9,76
2024-05-20,Capinha,16,81
2024-05-20,Capinha,18,60
2024-05-20,Relógio Smart,5,1296
2024-05-20,Relógio Smart,8,1386
2024-05-20,Película,4,20
2024-05-20,Relógio Smart,16,1021
2024-05-20,Fone,3,229
2024-05-20,Cabo USB,8,70
2024-05-20,Capinha,12,77
2024-05-20,Cabo USB,7,66
2024-05-21,Capinha,6,35
2024-05-21,Carregador,10,129
2024-05-21,Película,15,20
2024-05-21,Celular,13,2745
2024-05-21,Celular,19,1555
2024-05-21,Película,6,15
2024-05-21,Carregador,17,100
2024-05-21,Fone,14,127
2024-05-21,Celular,19,1921
2024-05-21,Carregador,4,106
2024-05-21,Celular,16,1242
2024-05-21,Caixa de Som,8,259
2024-05-21,Carregador,19,106
2024-05-21,Fone,16,233
2024-05-21,Capinha,10,50
2024-05-21,Capinha,19,83
2024-05-21,Celular,15,2296
2024-05-22,Capinha,5,31
2024-05-22,Fone,3,228
2024-05-22,Carregador,12,94
2024-05-22,Capinha,11,73
2024-05-22,Cabo USB,6,20
2024-05-22,Capinha,4,38
2024-05-22,Celular,10,2634
2024-05-22,Película,15,43
2024-05-22,Película,15,33
2024-05-22,Cabo USB,7,64
2024-05-22,Caixa de Som,4,406
2024-05-22,Fone,17,152
2024-05-22,Fone,5,206
2024-05-22,Fone,8,259
2024-05-22,Celular,1,1832
2024-05-22,Capinha,14,43
2024-05-22,Carregador,7,121
2024-05-23,Capinha,6,59
2024-05-23,Celular,11,2360
2024-05-23,Carregador,4,94
2024-05-23,Carregador,16,72
2024-05-23,Capinha,12,21
2024-05-23,Cabo USB,1,69
2024-05-23,Celular,11,1491
2024-05-23,Película,19,10
2024-05-23,Cabo USB,2,26
2024-05-23,Película,15,37
2024-05-23,Capinha,15,36
2024-05-23,Celular,8,1000
2024-05-23,Fone,17,152
2024-05-23,Película,14,16
2024-05-23,Relógio Smart,11,1386
2024-05-24,Celular,12,1905
2024-05-24,Carregador,4,145
2024-05-24,Capinha,11,84
2024-05-24,Celular,17,2750
2024-05-24,Celular,9,2487
2024-05-24,Fone,3,189
2024-05-24,Fone,8,113
2024-05-24,Caixa de Som,1,243
2024-05-24,Fone,19,125
2024-05-24,Fone,8,227
2024-05-24,Celular,5,2824
2024-05-24,Carregador,9,126
2024-05-24,Celular,4,2321
2024-05-24,Celular,15,2418
2024-05-24,Capinha,6,71
2024-05-24,Carregador,7,41
2024-05-24,Película,4,13
2024-05-24,Cabo USB,7,70
2024-05-24,Cabo USB,17,39
2024-05-24,Película,8,37
2024-05-24,Cabo USB,9,67
2024-05-24,Celular,7,2236
2024-05-24,Celular,10,2400
2024-05-25,Celular,16,2475
2024-05-25,Celular,11,1991
2024-05-25,Película,16,13
2024-05-25,Fone,14,110
2024-05-25,Celular,6,1121
2024-05-25,Capinha,19,77
2024-05-25,Celular,16,1414
2024-05-25,Capinha,6,29
2024-05-25,Película,5,21
2024-05-25,Caixa de Som,19,315
2024-05-25,Cabo USB,13,53
2024-05-25,Capinha,7,66
2024-05-25,Capinha,8,22
2024-05-25,Película,19,47
2024-05-25,Celular,13,1040
2024-05-25,Película,16,27
2024-05-25,Capinha,4,31
2024-05-25,Carregador,19,82
2024-05-25,Celular,15,2149
2024-05-25,Capinha,7,29
2024-05-25,Película,5,23
2024-05-25,Celular,11,1216
2024-05-25,Capinha,19,24
2024-05-25,Cabo USB,8,42
2024-05-25,Película,9,39
2024-05-25,Celular,10,1510
2024-05-25,Celular,19,1116
2024-05-25,Carregador,7,80
2024-05-26,Capinha,10,46
2024-05-26,Capinha,3,37
2024-05-26,Capinha,7,29
2024-05-26,Relógio Smart,3,627
2024-05-26,Fone,13,213
2024-05-26,Capinha,4,79
2024-05-26,Celular,16,2973
2024-05-26,Celular,11,1555
2024-05-26,Cabo USB,19,52
2024-05-27,Celular,1,1964
2024-05-27,Caixa de Som,19,542
2024-05-27,Celular,10,2767
2024-05-27,Cabo USB,4,32
2024-05-27,Carregador,14,80
2024-05-27,Capinha,7,96
2024-05-27,Caixa de Som,2,114
2024-05-27,Celular,9,1343
2024-05-28,Carregador,19,73
2024-05-28,Celular,15,2116
2024-05-28,Celular,16,1682
2024-05-28,Celular,8,2082
2024-05-28,Fone,7,109
2024-05-28,Fone,2,193
2024-05-28,Cabo USB,8,44
2024-05-28,Celular,13,1769
2024-05-29,Celular,12,2223
2024-05-29,Cabo USB,17,31
2024-05-29,Celular,19,2148
2024-05-29,Celular,3,1940
2024-05-29,Fone,16,105
2024-05-29,Película,17,27
2024-05-29,Relógio Smart,12,1409
2024-05-29,Cabo USB,9,59
2024-05-29,Cabo USB,14,49
2024-05-29,Capinha,3,79
2024-05-29,Cabo USB,18,72
2024-05-29,Carregador,2,110
2024-05-29,Cabo USB,17,27
2024-05-30,Celular,13,2511
2024-05-30,Celular,3,2366
2024-05-30,Capinha,2,30
2024-05-30,Relógio Smart,16,760
2024-05-30,Película,19,27
2024-05-30,Celular,9,1615
2024-05-30,Celular,2,2164
2024-05-30,Capinha,16,43
2024-05-30,Capinha,14,68
2024-05-30,Carregador,6,96
2024-05-30,Cabo USB,12,78
2024-05-30,Capinha,14,94
2024-05-30,Cabo USB,8,70
2024-05-31,Celular,8,2944
2024-05-31,Fone,2,177
2024-05-31,Capinha,5,87
2024-05-31,Celular,2,2537
2024-05-31,Celular,12,2720
2024-05-31,Celular,6,2573
2024-05-31,Cabo USB,10,53
2024-05-31,Fone,1,209
2024-05-31,Carregador,15,133
2024-05-31,Caixa de Som,3,291
2024-05-31,Capinha,17,49
2024-06-01,Fone,1,253
2024-06-01,Capinha,6,44
2024-06-01,Capinha,16,93
2024-06-01,Cabo USB,2,44
2024-06-01,Celular,10,1389
2024-06-01,Cabo USB,18,56
2024-06-01,Película,4,15
2024-06-01,Relógio Smart,15,911
2024-06-01,Cabo USB,17,76
2024-06-01,Capinha,12,77
2024-06-01,Celular,13,2181
2024-06-01,Celular,15,1832
2024-06-01,Capinha,14,97
2024-06-01,Carregador,11,149
2024-06-01,Relógio Smart,16,365
2024-06-01,Celular,19,2477
2024-06-01,Carregador,16,130
2024-06-01,Cabo USB,19,71
2024-06-01,Fone,19,117
2024-06-02,Película,2,40
2024-06-02,Película,9,35
2024-06-02,Caixa de Som,12,128
2024-06-02,Cabo USB,15,27
2024-06-02,Fone,5,122
2024-06-02,Relógio Smart,17,765
2024-06-02,Relógio Smart,16,632
2024-06-02,Capinha,14,37
2024-06-02,Película,12,27
2024-06-02,Capinha,12,41
2024-06-02,Película,11,25
2024-06-03,Carregador,6,142
2024-06-03,Película,11,25
2024-06-03,Cabo USB,8,30
2024-06-03,Celular,19,2706
2024-06-03,Capinha,12,91
2024-06-03,Película,15,37
2024-06-03,Celular,2,1532
2024-06-03,Celular,8,2290
2024-06-03,Relógio Smart,13,1238
2024-06-04,Fone,8,240
2024-06-04,Fone,9,237
2024-06-04,Fone,17,97
2024-06-04,Carregador,15,124
2024-06-04,Capinha,14,35
2024-06-04,Carregador,11,58
2024-06-04,Fone,18,290
2024-06-04,Fone,5,268
2024-06-04,Fone,18,111
2024-06-04,Fone,13,123
2024-06-04,Celular,4,2180
2024-06-04,Celular,1,1834
2024-06-04,Capinha,10,44
2024-06-04,Película,17,30
2024-06-04,Cabo USB,18,62
2024-06-04,Caixa de Som,2,291
2024-06-04,Celular,3,2124
2024-06-04,Capinha,7,29
2024-06-05,Capinha,3,82
2024-06-05,Película,1,41
2024-06-05,Capinha,19,91
2024-06-05,Fone,14,260
2024-06-05,Capinha,9,36
2024-06-05,Celular,15,2559
2024-06-05,Celular,7,1414
2024-06-05,Fone,13,56
2024-06-05,Película,13,19
2024-06-05,Relógio Smart,13,889
2024-06-05,Celular,19,2727
2024-06-06,Carregador,16,50
2024-06-06,Capinha,3,44
2024-06-06,Cabo USB,15,20
2024-06-06,Celular,6,1730
2024-06-06,Fone,8,214
2024-06-06,Carregador,10,148
2024-06-06,Cabo USB,5,55
2024-06-06,Capinha,9,89
2024-06-06,Fone,18,221
2024-06-06,Carregador,3,149
2024-06-06,Película,2,39
2024-06-06,Celular,16,1771
2024-06-06,Fone,9,185
2024-06-06,Capinha,19,51
2024-06-06,Cabo USB,18,16
2024-06-06,Película,2,35
2024-06-07,Cabo USB,4,62
2024-06-07,Cabo USB,7,69
2024-06-07,Relógio Smart,9,211
2024-06-07,Capinha,7,64
2024-06-07,Celular,11,2009
2024-06-07,Celular,17,2660
2024-06-07,Capinha,3,96
2024-06-07,Relógio Smart,7,858
2024-06-07,Capinha,8,61
2024-06-07,Película,15,14
2024-06-07,Caixa de Som,17,433
2024-06-07,Fone,8,69
2024-06-07,Carregador,3,57
2024-06-08,Fone,13,250
2024-06-08,Carregador,8,112
2024-06-08,Cabo USB,8,28
2024-06-08,Celular,7,2416
2024-06-08,Fone,15,61
2024-06-08,Cabo USB,9,69
2024-06-08,Película,1,12
2024-06-08,Carregador,13,130
2024-06-08,Capinha,1,22
2024-06-08,Capinha,5,88
2024-06-08,Celular,5,1129
2024-06-08,Capinha,6,60
2024-06-08,Celular,1,2316
2024-06-08,Carregador,2,113
2024-06-08,Relógio Smart,17,1104
2024-06-08,Relógio Smart,3,1218
2024-06-09,Carregador,13,76
2024-06-09,Relógio Smart,15,712
2024-06-09,Cabo USB,16,72
2024-06-09,Película,1,46
2024-06-09,Capinha,2,41
2024-06-09,Película,9,16
2024-06-09,Película,9,47
2024-06-09,Fone,8,194
2024-06-09,Cabo USB,17,54
2024-06-09,Celular,5,1427
2024-06-09,Película,6,33
2024-06-09,Fone,17,64
2024-06-09,Fone,17,207
2024-06-09,Relógio Smart,3,867
2024-06-10,Capinha,10,65
2024-06-10,Celular,14,2046
2024-06-10,Película,2,31
2024-06-10,Cabo USB,9,71
2024-06-10,Relógio Smart,15,596
2024-06-10,Celular,12,2846
2024-06-10,Película,4,42
2024-06-10,Capinha,9,37
2024-06-10,Capinha,5,50
2024-06-10,Fone,11,72
2024-06-10,Cabo USB,12,24
2024-06-10,Fone,18,287
2024-06-11,Celular,8,1679
2024-06-11,Fone,12,110
2024-06-11,Cabo USB,17,35
2024-06-11,Cabo USB,17,76
2024-06-11,Película,19,33
2024-06-11,Celular,17,2916
2024-06-11,Celular,11,1539
2024-06-11,Capinha,7,65
2024-06-11,Fone,15,131
2024-06-11,Capinha,8,89
2024-06-11,Fone,18,172
2024-06-12,Celular,10,2507
2024-06-12,Relógio Smart,1,612
2024-06-12,Película,13,24
2024-06-12,Cabo USB,14,43
2024-06-12,Capinha,13,21
2024-06-12,Cabo USB,13,55
2024-06-12,Película,11,48
2024-06-12,Película,5,15
2024-06-12,Película,17,21
2024-06-12,Carregador,7,108
2024-06-12,Capinha,1,85
2024-06-12,Capinha,1,84
2024-06-12,Película,1,42
2024-06-12,Celular,7,2456
2024-06-12,Carregador,1,146
2024-06-13,Carregador,16,90
2024-06-13,Capinha,12,36
2024-06-13,Carregador,6,109
2024-06-13,Película,14,48
2024-06-13,Cabo USB,13,49
2024-06-13,Película,7,36
2024-06-13,Capinha,7,59
2024-06-13,Celular,15,1648
2024-06-13,Capinha,3,35
2024-06-14,Caixa de Som,10,358
2024-06-14,Cabo USB,19,44
2024-06-14,Celular,19,2503
2024-06-14,Celular,13,2389
2024-06-14,Relógio Smart,17,820
2024-06-14,Celular,1,2809
2024-06-14,Relógio Smart,2,1406
2024-06-14,Celular,8,1505
2024-06-14,Fone,16,187
2024-06-14,Caixa de Som,17,450
2024-06-14,Cabo USB,13,40
2024-06-14,Película,5,11
2024-06-14,Fone,4,178
2024-06-14,Película,13,47
2024-06-14,Celular,5,2789
2024-06-14,Capinha,5,92
2024-06-14,Cabo USB,7,72
2024-06-14,Caixa de Som,6,510
2024-06-15,Celular,9,2863
2024-06-15,Fone,19,266
2024-06-15,Carregador,7,125
2024-06-15,Celular,5,1217
2024-06-15,Carregador,19,98
2024-06-15,Carregador,5,98
2024-06-15,Celular,9,2016
2024-06-15,Celular,4,2448
2024-06-15,Celular,12,1383
2024-06-15,Caixa de Som,18,169
2024-06-16,Película,18,18
2024-06-16,Celular,16,2126
2024-06-16,Celular,18,1009
2024-06-16,Capinha,19,21
2024-06-16,Carregador,5,56
2024-06-16,Cabo USB,16,68
2024-06-16,Película,7,46
2024-06-16,Celular,14,2075
2024-06-16,Cabo USB,14,27
2024-06-16,Fone,12,298
2024-06-16,Fone,12,149
2024-06-16,Película,12,13
2024-06-16,Capinha,13,72
2024-06-17,Fone,10,137
2024-06-17,Cabo USB,12,40
2024-06-17,Capinha,6,54
2024-06-17,Celular,8,1083
2024-06-17,Capinha,7,64
2024-06-17,Capinha,11,50
2024-06-17,Celular,14,2963
2024-06-17,Cabo USB,4,23
2024-06-17,Película,14,48
2024-06-17,Capinha,14,75
2024-06-17,Celular,13,1225
2024-06-17,Carregador,5,120
2024-06-17,Carregador,6,88
2024-06-18,Fone,4,118
2024-06-18,Celular,1,2394
2024-06-18,Relógio Smart,12,351
2024-06-18,Carregador,11,121
2024-06-18,Celular,17,1166
2024-06-18,Carregador,9,100
2024-06-18,Película,10,12
2024-06-18,Celular,13,2219
2024-06-18,Fone,9,282
2024-06-19,Película,9,43
2024-06-19,Celular,8,2593
2024-06-19,Capinha,13,37
2024-06-19,Carregador,19,42
2024-06-19,Capinha,8,99
2024-06-19,Fone,17,80
2024-06-19,Película,15,14
2024-06-19,Celular,6,1005
2024-06-19,Capinha,3,68
2024-06-19,Película,6,13
2024-06-20,Capinha,1,31
2024-06-20,Carregador,6,41
2024-06-20,Celular,4,2062
2024-06-20,Celular,5,1878
2024-06-20,Fone,8,186
2024-06-20,Relógio Smart,13,1122
2024-06-20,Capinha,11,51
2024-06-20,Fone,5,221
2024-06-20,Fone,10,226
2024-06-20,Caixa de Som,1,391
2024-06-21,Película,3,21
2024-06-21,Capinha,11,54
2024-06-21,Carregador,14,41
2024-06-21,Carregador,16,57
2024-06-21,Fone,19,256
2024-06-21,Cabo USB,9,52
2024-06-21,Fone,9,53
2024-06-21,Fone,12,75
2024-06-21,Celular,12,2385
2024-06-21,Carregador,4,86
2024-06-21,Película,3,39
2024-06-21,Película,11,32
2024-06-21,Película,12,18
2024-06-21,Capinha,4,73
2024-06-21,Película,18,34
2024-06-21,Cabo USB,4,47
2024-06-22,Carregador,14,140
2024-06-22,Celular,16,1586
2024-06-22,Relógio Smart,10,1288
2024-06-22,Fone,4,282
2024-06-22,Capinha,3,94
2024-06-22,Celular,6,1959
2024-06-22,Capinha,9,45
2024-06-22,Capinha,8,99
2024-06-22,Capinha,17,79
2024-06-22,Caixa de Som,3,449
2024-06-22,Celular,12,2766
2024-06-23,Película,3,32
2024-06-23,Capinha,15,37
2024-06-23,Cabo USB,18,28
2024-06-23,Fone,19,148
2024-06-23,Cabo USB,8,72
2024-06-23,Capinha,12,80
2024-06-23,Película,15,10
2024-06-23,Caixa de Som,10,437
2024-06-24,Carregador,8,68
2024-06-24,Capinha,10,95
2024-06-24,Cabo USB,16,20
2024-06-24,Capinha,19,70
2024-06-24,Capinha,6,26
2024-06-24,Cabo USB,13,35
2024-06-24,Película,8,13
2024-06-24,Película,6,10
2024-06-24,Cabo USB,12,60
2024-06-24,Celular,3,1925
2024-06-24,Celular,8,2693
2024-06-24,Capinha,11,51
2024-06-24,Película,13,12
2024-06-24,Cabo USB,4,50
2024-06-24,Capinha,8,22
2024-06-24,Capinha,15,94
2024-06-24,Relógio Smart,14,1364
2024-06-24,Cabo USB,6,45
2024-06-24,Relógio Smart,1,757
2024-06-24,Película,13,43
2024-06-24,Fone,10,130
2024-06-25,Caixa de Som,7,566
2024-06-25,Capinha,18,38
2024-06-25,Capinha,3,45
2024-06-25,Cabo USB,18,55
2024-06-25,Celular,12,2660
2024-06-25,Fone,10,197
2024-06-25,Cabo USB,4,25
2024-06-25,Película,6,30
2024-06-25,Relógio Smart,2,336
2024-06-25,Celular,5,1802
2024-06-25,Capinha,2,38
2024-06-25,Capinha,5,34
2024-06-25,Película,18,24
2024-06-25,Carregador,4,138
2024-06-25,Celular,10,1180
2024-06-25,Celular,16,2271
2024-06-25,Celular,7,2556
2024-06-25,Celular,10,2518
2024-06-26,Fone,11,125
2024-06-26,Celular,9,1039
2024-06-26,Celular,8,1048
2024-06-26,Fone,9,97
2024-06-26,Cabo USB,1,33
2024-06-27,Película,7,40
2024-06-27,Fone,1,259
2024-06-27,Película,4,37
2024-06-27,Cabo USB,13,23
2024-06-27,Celular,14,1465
2024-06-27,Celular,2,1364
2024-06-27,Celular,10,2732
2024-06-27,Película,9,38
2024-06-27,Caixa de Som,2,560
2024-06-27,Cabo USB,15,62
2024-06-27,Capinha,18,25
2024-06-27,Capinha,2,88
2024-06-27,Película,3,36
2024-06-27,Carregador,14,56
2024-06-27,Capinha,14,70
2024-06-27,Carregador,12,125
2024-06-27,Capinha,8,34
2024-06-27,Cabo USB,15,61
2024-06-27,Capinha,3,85
2024-06-27,Cabo USB,15,63
2024-06-27,Cabo USB,4,51
2024-06-28,Celular,14,1232
2024-06-28,Celular,3,1044
2024-06-28,Capinha,11,91
2024-06-28,Película,10,46
2024-06-28,Cabo USB,8,73
2024-06-28,Fone,2,129
2024-06-28,Capinha,9,48
2024-06-28,Capinha,13,82
2024-06-28,Capinha,7,21
2024-06-28,Caixa de Som,18,116
2024-06-28,Capinha,11,27
2024-06-28,Película,5,11
2024-06-28,Capinha,6,73
2024-06-28,Celular,15,2936
2024-06-28,Celular,10,2543
2024-06-28,Fone,9,294
2024-06-28,Capinha,16,69
2024-06-28,Fone,8,131
2024-06-29,Capinha,5,87
2024-06-29,Caixa de Som,16,218
2024-06-29,Capinha,13,20
2024-06-29,Película,15,34
2024-06-29,Capinha,10,53
2024-06-29,Capinha,17,81
2024-06-29,Celular,19,2345
2024-06-29,Celular,14,2866
2024-06-30,Película,14,37
2024-06-30,Carregador,7,63
2024-06-30,Capinha,13,70
2024-06-30,Capinha,1,58
2024-06-30,Fone,6,85
2024-06-30,Fone,17,111
2024-06-30,Capinha,11,55
2024-06-30,Capinha,19,21
2024-06-30,Capinha,15,65
2024-06-30,Película,3,30
2024-06-30,Cabo USB,9,61
2024-06-30,Fone,17,114
2024-06-30,Capinha,13,80
2024-06-30,Celular,12,1225
2024-06-30,Carregador,5,123
2024-06-30,Fone,14,176
2024-06-30,Carregador,7,136
2024-06-30,Película,18,35
2024-06-30,Carregador,10,98
2024-07-01,Capinha,16,64
2024-07-01,Celular,17,2836
2024-07-01,Celular,2,2525
2024-07-01,Caixa de Som,1,399
2024-07-01,Película,14,46
2024-07-01,Fone,8,63
2024-07-01,Carregador,8,90
2024-07-01,Película,16,42
2024-07-01,Capinha,11,86
2024-07-01,Celular,5,2826
2024-07-02,Película,1,11
2024-07-02,Relógio Smart,1,326
2024-07-02,Cabo USB,14,30
2024-07-02,Fone,12,182
2024-07-02,Cabo USB,15,15
2024-07-02,Fone,7,73
2024-07-02,Película,9,14
2024-07-02,Celular,16,2916
2024-07-02,Capinha,1,29
2024-07-02,Capinha,9,69
2024-07-02,Celular,14,1364
2024-07-02,Película,19,49
2024-07-02,Fone,14,234
2024-07-02,Caixa de Som,12,551
2024-07-02,Caixa de Som,1,362
2024-07-02,Capinha,3,40
2024-07-03,Carregador,11,84
2024-07-03,Caixa de Som,17,161
2024-07-03,Cabo USB,15,30
2024-07-03,Carregador,1,45
2024-07-03,Fone,14,232
2024-07-03,Capinha,14,62
2024-07-03,Carregador,1,136
2024-07-03,Carregador,6,141
2024-07-03,Película,18,19
2024-07-03,Carregador,6,128
2024-07-03,Relógio Smart,19,800
2024-07-03,Fone,17,123
2024-07-03,Capinha,19,30
2024-07-04,Cabo USB,9,67
2024-07-04,Cabo USB,19,72
2024-07-04,Relógio Smart,14,838
2024-07-04,Cabo USB,5,75
2024-07-04,Fone,3,218
2024-07-04,Fone,6,284
2024-07-04,Fone,10,58
2024-07-04,Película,18,35
2024-07-04,Fone,9,98
2024-07-04,Carregador,12,108
2024-07-04,Cabo USB,11,79
2024-07-04,Película,12,26
2024-07-04,Carregador,1,114
2024-07-04,Película,11,42
2024-07-04,Capinha,8,87
2024-07-04,Película,19,42
2024-07-04,Celular,18,1100
2024-07-04,Capinha,10,74
2024-07-04,Capinha,17,66
2024-07-04,Capinha,17,41
2024-07-05,Relógio Smart,17,848
2024-07-05,Celular,19,1935
2024-07-05,Película,2,22
2024-07-05,Película,11,46
2024-07-05,Caixa de Som,10,126
2024-07-05,Capinha,3,25
2024-07-05,Capinha,4,38
2024-07-05,Carregador,8,70
2024-07-05,Capinha,5,42
2024-07-05,Fone,2,55
2024-07-05,Fone,15,196
2024-07-05,Fone,6,142
2024-07-05,Celular,3,1974
2024-07-05,Fone,12,67
2024-07-06,Película,4,36
2024-07-06,Capinha,4,99
2024-07-06,Relógio Smart,8,1254
2024-07-06,Carregador,6,71
2024-07-06,Carregador,7,63
2024-07-06,Película,18,39
2024-07-06,Celular,16,1798
2024-07-06,Celular,1,1796
2024-07-06,Fone,10,246
2024-07-06,Capinha,12,50
2024-07-06,Celular,11,2504
2024-07-06,Cabo USB,7,48
2024-07-06,Celular,10,2196
2024-07-06,Carregador,10,92
2024-07-07,Caixa de Som,16,275
2024-07-07,Celular,3,2959
2024-07-07,Celular,16,2161
2024-07-07,Fone,1,168
2024-07-07,Cabo USB,17,39
2024-07-07,Celular,10,1145
2024-07-07,Película,17,15
2024-07-07,Celular,2,2506
2024-07-07,Celular,10,1922
2024-07-07,Cabo USB,7,63
2024-07-07,Capinha,14,23
2024-07-08,Capinha,7,94
2024-07-08,Película,11,17
2024-07-08,Película,10,39
2024-07-08,Capinha,6,72
2024-07-08,Fone,1,138
2024-07-08,Película,2,22
2024-07-08,Cabo USB,10,28
2024-07-09,Capinha,4,32
2024-07-09,Relógio Smart,11,960
2024-07-09,Cabo USB,1,15
2024-07-09,Relógio Smart,11,861
2024-07-09,Capinha,14,66
2024-07-09,Capinha,12,41
2024-07-09,Fone,13,187
2024-07-09,Celular,17,2796
2024-07-09,Cabo USB,16,24
2024-07-09,Capinha,14,82
2024-07-09,Relógio Smart,16,1416
2024-07-09,Película,9,43
2024-07-09,Capinha,1,28
2024-07-09,Fone,10,135
2024-07-09,Fone,7,196
2024-07-10,Celular,11,2298
2024-07-10,Celular,4,2683
2024-07-10,Carregador,7,110
2024-07-10,Capinha,15,58
2024-07-10,Celular,15,2046
2024-07-10,Fone,16,124
2024-07-10,Capinha,16,30
2024-07-10,Fone,16,155
2024-07-11,Caixa de Som,2,237
2024-07-11,Película,13,49
2024-07-11,Relógio Smart,16,1337
2024-07-11,Capinha,15,80
2024-07-11,Cabo USB,10,57
2024-07-11,Celular,4,1008
2024-07-11,Cabo USB,18,56
2024-07-11,Película,8,21
